,Open,Close,test_close
1986-03-13 05:00:00,0.0545944465,0.0599464811,0.061161592613
1986-03-14 05:00:00,0.0599464979,0.0620873123,0.062098117735000055
1986-03-17 05:00:00,0.0620872959,0.0631583184,0.06304588458500007
1986-03-18 05:00:00,0.0631583031,0.0615520775,0.062034038033
1986-03-19 05:00:00,0.0615521272,0.0604817197,0.06083762054400002
1986-03-20 05:00:00,0.0604816967,0.058876086,0.058884113070999965
1986-03-21 05:00:00,0.0588760892,0.0572704785,0.05741765601799995
1986-03-24 05:00:00,0.0572704588,0.0556648485,0.05637935047900009
1986-03-25 05:00:00,0.055664859,0.056735266,0.057709335774000045
1986-03-26 05:00:00,0.0567352704,0.058340881,0.05843186353900004
1986-03-27 05:00:00,0.0583408656,0.0594112724,0.05913565580799995
1986-03-31 05:00:00,0.0594112896,0.058876086,0.05877439623099999
1986-04-01 05:00:00,0.0588760846,0.058340881,0.05890819707199995
1986-04-02 05:00:00,0.0583408825,0.058876086,0.05898847603699998
1986-04-03 05:00:00,0.0594112724,0.0594112724,0.060091002793999995
1986-04-04 05:00:00,0.0594112724,0.0594112724,0.05938184479700004
1986-04-07 05:00:00,0.0594112881,0.058340881,0.05843721749000004
1986-04-08 05:00:00,0.0583408825,0.058876086,0.05901791179099997
1986-04-09 05:00:00,0.0588760742,0.0599464811,0.05967888139799992
1986-04-10 05:00:00,0.0599465159,0.0604817197,0.06008563929199994
1986-04-11 05:00:00,0.0610168742,0.0615520775,0.06172070015900001
1986-04-14 05:00:00,0.0615521087,0.0620873123,0.06202846419300005
1986-04-15 05:00:00,0.0620873123,0.0620873123,0.06174746372800004
1986-04-16 05:00:00,0.0620872988,0.0642287284,0.06364798451700004
1986-04-17 05:00:00,0.0642287373,0.0647639409,0.06436789060399992
1986-04-18 05:00:00,0.0647639349,0.0626231208,0.06272471830499994
1986-04-21 05:00:00,0.0626231208,0.0626231208,0.06256147943699995
1986-04-22 05:00:00,0.0626230998,0.0615520775,0.06159225505900003
1986-04-23 05:00:00,0.0615521066,0.0618197061,0.061734070613999964
1986-04-24 05:00:00,0.0618197112,0.0679751709,0.06625179208000005
1986-04-25 05:00:00,0.0685103876,0.0722574294,0.0718878084959999
1986-04-28 04:00:00,0.072257401,0.0727926046,0.07191999793399992
1986-04-29 04:00:00,0.0727926109,0.070651181,0.07103665900699989
1986-04-30 04:00:00,0.0706511766,0.069045566,0.06927574081999992
1986-05-01 04:00:00,0.0690455782,0.0679751709,0.0679055968609999
1986-05-02 04:00:00,0.0679751709,0.0679751709,0.06809024400799987
1986-05-05 04:00:00,0.0679751545,0.067439951,0.06720714344999995
1986-05-06 04:00:00,0.0679751709,0.0679751709,0.06825882494799994
1986-05-07 04:00:00,0.0679751709,0.0679751709,0.06790559134899989
1986-05-08 04:00:00,0.0679751649,0.0685103685,0.06799390092399991
1986-05-09 04:00:00,0.0685103745,0.0679751709,0.0679805188569999
1986-05-12 04:00:00,0.0679751649,0.0685103685,0.06857727559400004
1986-05-13 04:00:00,0.0685103625,0.069045566,0.06888233094799992
1986-05-14 04:00:00,0.0690455721,0.0685103685,0.06848896014100005
1986-05-15 04:00:00,0.0685103685,0.0685103685,0.06864149229800003
1986-05-16 04:00:00,0.0685103625,0.069045566,0.06947377531499989
1986-05-19 04:00:00,0.0690455782,0.0679751709,0.06789488345099992
1986-05-20 04:00:00,0.0679751545,0.067439951,0.06716968141099997
1986-05-21 04:00:00,0.0674399707,0.0663695633,0.06658363987400008
1986-05-22 04:00:00,0.0663695633,0.0663695633,0.06631068487800007
1986-05-23 04:00:00,0.0663695633,0.0663695633,0.06662644764600008
1986-05-27 04:00:00,0.0663695541,0.0685103685,0.06803671376300004
1986-05-28 04:00:00,0.0685103667,0.070651181,0.07008922976799992
1986-05-29 04:00:00,0.0706512026,0.0722574294,0.07187190250999985
1986-05-30 04:00:00,0.0727926175,0.074933432,0.07469258759299993
1986-06-02 04:00:00,0.0749334187,0.0727926046,0.07342948944599999
1986-06-03 04:00:00,0.0727926046,0.0727926046,0.07245537097799998
1986-06-04 04:00:00,0.0727926331,0.0722574294,0.07231624710999991
1986-06-05 04:00:00,0.0722574245,0.0733278319,0.07252497601499991
1986-06-06 04:00:00,0.0733278319,0.0733278319,0.07197898077899993
1986-06-09 04:00:00,0.0733278208,0.0701159835,0.070983210373
1986-06-10 04:00:00,0.0701159835,0.0701159835,0.06984838658400001
1986-06-11 04:00:00,0.0701159835,0.0701159835,0.06982162037300002
1986-06-12 04:00:00,0.0701159685,0.067439951,0.06831234507299994
1986-06-13 04:00:00,0.067439951,0.067439951,0.06734896689499995
1986-06-16 04:00:00,0.0674399345,0.0669047311,0.06699572160900008
1986-06-17 04:00:00,0.0674399673,0.0679751709,0.06804474480099992
1986-06-18 04:00:00,0.0679751545,0.067439951,0.06722854308499998
1986-06-19 04:00:00,0.0674399345,0.0669047311,0.06694755509600009
1986-06-20 04:00:00,0.0669047667,0.0671723709,0.06703053514099995
1986-06-23 04:00:00,0.0671723678,0.0679751709,0.06743996254199994
1986-06-24 04:00:00,0.0679751545,0.067439951,0.06763262845499991
1986-06-25 04:00:00,0.0674399707,0.0663695633,0.06652744409100007
1986-06-26 04:00:00,0.0663695424,0.0642287284,0.06444280571199991
1986-06-27 04:00:00,0.0642287494,0.0636935458,0.06375775771899991
1986-06-30 04:00:00,0.0636935293,0.0658343434,0.06569519047899994
1986-07-01 04:00:00,0.0658343434,0.0658343434,0.06541153377099992
1986-07-02 04:00:00,0.0658343434,0.0658343434,0.06539547709899993
1986-07-03 04:00:00,0.0663695277,0.0669047311,0.06671474657300006
1986-07-07 04:00:00,0.0669047459,0.0642287284,0.0641858766819999
1986-07-08 04:00:00,0.0642287314,0.0626231208,0.062494379933000034
1986-07-09 04:00:00,0.062623114,0.0599464811,0.06038538562399997
1986-07-10 04:00:00,0.0599464917,0.058340881,0.05809736097000004
1986-07-11 04:00:00,0.0583408708,0.0599464811,0.05996522091499994
1986-07-14 04:00:00,0.0583408854,0.0591436885,0.05918382705099992
1986-07-15 04:00:00,0.0591436737,0.0599464811,0.05986620392999993
1986-07-16 04:00:00,0.0604817015,0.0620873123,0.061760826970000036
1986-07-17 04:00:00,0.0620872959,0.0631583184,0.0630084130840001
1986-07-18 04:00:00,0.0631583421,0.0636935458,0.06302446006700003
1986-07-21 04:00:00,0.0636935458,0.0636935458,0.0639022687369999
1986-07-22 04:00:00,0.0636935293,0.0658343434,0.06562026252199993
1986-07-23 04:00:00,0.0658343389,0.0642287284,0.0644160519499999
1986-07-24 04:00:00,0.065299156,0.0663695633,0.06586645578199993
1986-07-25 04:00:00,0.0663695277,0.0669047311,0.06672812766600004
1986-07-28 04:00:00,0.066904749,0.0652991384,0.065154634098
1986-07-29 04:00:00,0.0652991568,0.0636935458,0.06396102073399994
1986-07-30 04:00:00,0.0636935065,0.0615520775,0.06112402875100004
1986-07-31 04:00:00,0.0615520946,0.0610168912,0.0611185947350001
1986-08-01 04:00:00,0.0610169234,0.0604817197,0.06054593288900003
1986-08-04 04:00:00,0.0604817197,0.0604817197,0.05968691890399995
1986-08-05 04:00:00,0.0604816846,0.0599464811,0.060053528781999946
1986-08-06 04:00:00,0.0599464758,0.0594112724,0.05924804971399993
1986-08-07 04:00:00,0.0594112896,0.058876086,0.05897777323699995
1986-08-08 04:00:00,0.058876069,0.0594112724,0.059558462584999944
1986-08-11 04:00:00,0.0604816709,0.0615520775,0.061610964765000026
1986-08-12 04:00:00,0.0615520924,0.0631583184,0.0630298151020001
1986-08-13 04:00:00,0.0631583421,0.0636935458,0.06294417417200003
1986-08-14 04:00:00,0.0636935279,0.0652991384,0.06534731043599994
1986-08-15 04:00:00,0.0652991666,0.0655667707,0.0650368931219999
1986-08-18 04:00:00,0.0655667485,0.0647639409,0.06474788392499989
1986-08-19 04:00:00,0.0647639409,0.0647639409,0.06451773965599988
1986-08-20 04:00:00,0.0647639319,0.0642287284,0.06398788102799992
1986-08-21 04:00:00,0.0642287284,0.0642287284,0.06437322973699991
1986-08-22 04:00:00,0.0642287253,0.0631583184,0.06309404133800008
1986-08-25 04:00:00,0.0631583184,0.0631583184,0.06300309887800006
1986-08-26 04:00:00,0.0631583244,0.0626231208,0.06268730696799997
1986-08-27 04:00:00,0.0626231208,0.0626231208,0.06271409828299995
1986-08-28 04:00:00,0.0626231208,0.0626231208,0.06268733244199995
1986-08-29 04:00:00,0.0626231172,0.0610168912,0.06133273883300008
1986-09-02 04:00:00,0.0610168826,0.0594112724,0.05972973381699994
1986-09-03 04:00:00,0.0588760717,0.0578056648,0.05788595063100002
1986-09-04 04:00:00,0.0588760806,0.0626231208,0.06195387471399994
1986-09-05 04:00:00,0.0626231208,0.0652991384,0.06475856383900006
1986-09-08 04:00:00,0.0652991444,0.0647639409,0.06474253306799987
1986-09-09 04:00:00,0.0647639364,0.0658343434,0.06564167117599991
1986-09-10 04:00:00,0.065834348,0.0647639409,0.0647960519999999
1986-09-11 04:00:00,0.064763946,0.0620873123,0.063008105211
1986-09-12 04:00:00,0.062087331,0.0604817197,0.060727923343000055
1986-09-15 04:00:00,0.0604816709,0.0615520775,0.061156038424
1986-09-16 04:00:00,0.0615520775,0.0615520775,0.06134337196600002
1986-09-17 04:00:00,0.0615520924,0.0631583184,0.06296823072300009
1986-09-18 04:00:00,0.0631583421,0.0636935458,0.06382733204199993
1986-09-19 04:00:00,0.0636935458,0.0636935458,0.06360254474499998
1986-09-22 04:00:00,0.0636935219,0.0631583184,0.06333492614000004
1986-09-23 04:00:00,0.0631583214,0.0642287284,0.06400393820299992
1986-09-24 04:00:00,0.0642287389,0.0634259358,0.06358642741799997
1986-09-25 04:00:00,0.0634259393,0.0620873123,0.06229086373000004
1986-09-26 04:00:00,0.0620873123,0.0620873123,0.061929466843000054
1986-09-29 04:00:00,0.062087331,0.0604817197,0.060594108984000056
1986-09-30 04:00:00,0.0604817197,0.0604817197,0.060658326641000036
